symbol,session,rr_target,confirm_bars,checkpoint_min,n_hit,n_total,pct_hit
MES,US_DATA_OPEN,1.0,1,20,966,1716,56.3
MES,US_DATA_OPEN,1.0,1,30,1172,1716,68.3
MES,US_DATA_OPEN,1.0,1,45,1380,1716,80.4
MES,US_DATA_OPEN,1.0,1,60,1550,1716,90.3
MES,US_DATA_OPEN,1.0,1,90,1628,1716,94.9
MES,US_DATA_OPEN,1.0,1,120,1650,1716,96.2
MES,US_DATA_OPEN,1.0,1,150,1660,1716,96.7
MES,US_DATA_OPEN,1.0,1,180,1672,1716,97.4
MES,US_DATA_OPEN,1.0,1,240,1682,1716,98.0
MES,US_DATA_OPEN,1.0,1,300,1693,1716,98.7
MES,US_DATA_OPEN,1.0,1,360,1707,1716,99.5
MES,US_DATA_OPEN,1.0,1,420,1715,1716,99.9
MES,US_DATA_OPEN,1.0,1,480,1716,1716,100.0
MES,US_DATA_OPEN,1.0,2,5,128,872,14.7
MES,US_DATA_OPEN,1.0,2,10,247,872,28.3
MES,US_DATA_OPEN,1.0,2,15,322,872,36.9
MES,US_DATA_OPEN,1.0,2,20,410,872,47.0
MES,US_DATA_OPEN,1.0,2,30,520,872,59.6
MES,US_DATA_OPEN,1.0,2,45,646,872,74.1
MES,US_DATA_OPEN,1.0,2,60,764,872,87.6
MES,US_DATA_OPEN,1.0,2,90,814,872,93.3
MES,US_DATA_OPEN,1.0,2,120,831,872,95.3
MES,US_DATA_OPEN,1.0,2,150,842,872,96.6
MES,US_DATA_OPEN,1.0,2,180,848,872,97.2
MES,US_DATA_OPEN,1.0,2,240,857,872,98.3
MES,US_DATA_OPEN,1.0,2,300,863,872,99.0
MES,US_DATA_OPEN,1.0,2,360,865,872,99.2
MES,US_DATA_OPEN,1.0,2,420,870,872,99.8
MES,US_DATA_OPEN,1.0,2,480,872,872,100.0
MES,US_DATA_OPEN,1.0,3,5,102,832,12.3
MES,US_DATA_OPEN,1.0,3,10,198,832,23.8
MES,US_DATA_OPEN,1.0,3,15,264,832,31.7
MES,US_DATA_OPEN,1.0,3,20,345,832,41.5
MES,US_DATA_OPEN,1.0,3,30,464,832,55.8
MES,US_DATA_OPEN,1.0,3,45,600,832,72.1
MES,US_DATA_OPEN,1.0,3,60,717,832,86.2
MES,US_DATA_OPEN,1.0,3,90,770,832,92.5
MES,US_DATA_OPEN,1.0,3,120,788,832,94.7
MES,US_DATA_OPEN,1.0,3,150,798,832,95.9
MES,US_DATA_OPEN,1.0,3,180,803,832,96.5
MES,US_DATA_OPEN,1.0,3,240,812,832,97.6
MES,US_DATA_OPEN,1.0,3,300,815,832,98.0
MES,US_DATA_OPEN,1.0,3,360,824,832,99.0
MES,US_DATA_OPEN,1.0,3,420,829,832,99.6
MES,US_DATA_OPEN,1.0,3,480,832,832,100.0
MES,US_DATA_OPEN,1.0,4,5,90,830,10.8
MES,US_DATA_OPEN,1.0,4,10,183,830,22.0
MES,US_DATA_OPEN,1.0,4,15,256,830,30.8
MES,US_DATA_OPEN,1.0,4,20,323,830,38.9
MES,US_DATA_OPEN,1.0,4,30,437,830,52.7
MES,US_DATA_OPEN,1.0,4,45,589,830,71.0
MES,US_DATA_OPEN,1.0,4,60,707,830,85.2
MES,US_DATA_OPEN,1.0,4,90,761,830,91.7
MES,US_DATA_OPEN,1.0,4,120,780,830,94.0
MES,US_DATA_OPEN,1.0,4,150,791,830,95.3
MES,US_DATA_OPEN,1.0,4,180,797,830,96.0
MES,US_DATA_OPEN,1.0,4,240,804,830,96.9
MES,US_DATA_OPEN,1.0,4,300,811,830,97.7
MES,US_DATA_OPEN,1.0,4,360,821,830,98.9
MES,US_DATA_OPEN,1.0,4,420,828,830,99.8
MES,US_DATA_OPEN,1.0,4,480,830,830,100.0
MES,US_DATA_OPEN,1.0,5,5,82,816,10.0
MES,US_DATA_OPEN,1.0,5,10,171,816,21.0
MES,US_DATA_OPEN,1.0,5,15,233,816,28.6
MES,US_DATA_OPEN,1.0,5,20,299,816,36.6
MES,US_DATA_OPEN,1.0,5,30,420,816,51.5
MES,US_DATA_OPEN,1.0,5,45,569,816,69.7
MES,US_DATA_OPEN,1.0,5,60,691,816,84.7
MES,US_DATA_OPEN,1.0,5,90,745,816,91.3
MES,US_DATA_OPEN,1.0,5,120,769,816,94.2
MES,US_DATA_OPEN,1.0,5,150,778,816,95.3
MES,US_DATA_OPEN,1.0,5,180,784,816,96.1
MES,US_DATA_OPEN,1.0,5,240,791,816,96.9
MES,US_DATA_OPEN,1.0,5,300,798,816,97.8
MES,US_DATA_OPEN,1.0,5,360,808,816,99.0
MES,US_DATA_OPEN,1.0,5,420,814,816,99.8
MES,US_DATA_OPEN,1.0,5,480,816,816,100.0
MES,US_DATA_OPEN,1.5,1,5,153,1349,11.3
MES,US_DATA_OPEN,1.5,1,10,307,1349,22.8
MES,US_DATA_OPEN,1.5,1,15,423,1349,31.4
MES,US_DATA_OPEN,1.5,1,20,527,1349,39.1
MES,US_DATA_OPEN,1.5,1,30,711,1349,52.7
MES,US_DATA_OPEN,1.5,1,45,943,1349,69.9
MES,US_DATA_OPEN,1.5,1,60,1151,1349,85.3
MES,US_DATA_OPEN,1.5,1,90,1233,1349,91.4
MES,US_DATA_OPEN,1.5,1,120,1261,1349,93.5
MES,US_DATA_OPEN,1.5,1,150,1282,1349,95.0
MES,US_DATA_OPEN,1.5,1,180,1293,1349,95.8
MES,US_DATA_OPEN,1.5,1,240,1312,1349,97.3
MES,US_DATA_OPEN,1.5,1,300,1326,1349,98.3
MES,US_DATA_OPEN,1.5,1,360,1332,1349,98.7
MES,US_DATA_OPEN,1.5,1,420,1339,1349,99.3
MES,US_DATA_OPEN,1.5,1,480,1348,1349,99.9
MES,US_DATA_OPEN,1.5,2,5,30,663,4.5
MES,US_DATA_OPEN,1.5,2,10,92,663,13.9
MES,US_DATA_OPEN,1.5,2,15,144,663,21.7
MES,US_DATA_OPEN,1.5,2,20,187,663,28.2
MES,US_DATA_OPEN,1.5,2,30,289,663,43.6
MES,US_DATA_OPEN,1.5,2,45,414,663,62.4
MES,US_DATA_OPEN,1.5,2,60,538,663,81.1
MES,US_DATA_OPEN,1.5,2,90,595,663,89.7
MES,US_DATA_OPEN,1.5,2,120,613,663,92.5
MES,US_DATA_OPEN,1.5,2,150,620,663,93.5
MES,US_DATA_OPEN,1.5,2,180,627,663,94.6
MES,US_DATA_OPEN,1.5,2,240,637,663,96.1
MES,US_DATA_OPEN,1.5,2,300,647,663,97.6
MES,US_DATA_OPEN,1.5,2,360,656,663,98.9
MES,US_DATA_OPEN,1.5,2,420,661,663,99.7
MES,US_DATA_OPEN,1.5,2,480,663,663,100.0
MES,US_DATA_OPEN,1.5,3,5,24,639,3.8
MES,US_DATA_OPEN,1.5,3,10,76,639,11.9
MES,US_DATA_OPEN,1.5,3,15,116,639,18.2
MES,US_DATA_OPEN,1.5,3,20,155,639,24.3
MES,US_DATA_OPEN,1.5,3,30,233,639,36.5
MES,US_DATA_OPEN,1.5,3,45,363,639,56.8
MES,US_DATA_OPEN,1.5,3,60,499,639,78.1
MES,US_DATA_OPEN,1.5,3,90,563,639,88.1
MES,US_DATA_OPEN,1.5,3,120,581,639,90.9
MES,US_DATA_OPEN,1.5,3,150,594,639,93.0
MES,US_DATA_OPEN,1.5,3,180,601,639,94.1
MES,US_DATA_OPEN,1.5,3,240,607,639,95.0
MES,US_DATA_OPEN,1.5,3,300,620,639,97.0
MES,US_DATA_OPEN,1.5,3,360,630,639,98.6
MES,US_DATA_OPEN,1.5,3,420,637,639,99.7
MES,US_DATA_OPEN,1.5,3,480,638,639,99.8
MES,US_DATA_OPEN,1.5,4,5,21,624,3.4
MES,US_DATA_OPEN,1.5,4,10,70,624,11.2
MES,US_DATA_OPEN,1.5,4,15,103,624,16.5
MES,US_DATA_OPEN,1.5,4,20,145,624,23.2
MES,US_DATA_OPEN,1.5,4,30,228,624,36.5
MES,US_DATA_OPEN,1.5,4,45,350,624,56.1
MES,US_DATA_OPEN,1.5,4,60,486,624,77.9
MES,US_DATA_OPEN,1.5,4,90,546,624,87.5
MES,US_DATA_OPEN,1.5,4,120,569,624,91.2
MES,US_DATA_OPEN,1.5,4,150,575,624,92.1
MES,US_DATA_OPEN,1.5,4,180,587,624,94.1
MES,US_DATA_OPEN,1.5,4,240,593,624,95.0
MES,US_DATA_OPEN,1.5,4,300,606,624,97.1
MES,US_DATA_OPEN,1.5,4,360,617,624,98.9
MES,US_DATA_OPEN,1.5,4,420,622,624,99.7
MES,US_DATA_OPEN,1.5,4,480,624,624,100.0
MES,US_DATA_OPEN,1.5,5,5,19,618,3.1
MES,US_DATA_OPEN,1.5,5,10,56,618,9.1
MES,US_DATA_OPEN,1.5,5,15,98,618,15.9
MES,US_DATA_OPEN,1.5,5,20,128,618,20.7
MES,US_DATA_OPEN,1.5,5,30,206,618,33.3
MES,US_DATA_OPEN,1.5,5,45,338,618,54.7
MES,US_DATA_OPEN,1.5,5,60,469,618,75.9
MES,US_DATA_OPEN,1.5,5,90,528,618,85.4
MES,US_DATA_OPEN,1.5,5,120,545,618,88.2
MES,US_DATA_OPEN,1.5,5,150,561,618,90.8
MES,US_DATA_OPEN,1.5,5,180,577,618,93.4
MES,US_DATA_OPEN,1.5,5,240,584,618,94.5
MES,US_DATA_OPEN,1.5,5,300,597,618,96.6
MES,US_DATA_OPEN,1.5,5,360,610,618,98.7
MES,US_DATA_OPEN,1.5,5,420,615,618,99.5
MES,US_DATA_OPEN,1.5,5,480,618,618,100.0
MES,US_DATA_OPEN,2.0,1,5,58,1107,5.2
MES,US_DATA_OPEN,2.0,1,10,148,1107,13.4
MES,US_DATA_OPEN,2.0,1,15,237,1107,21.4
MES,US_DATA_OPEN,2.0,1,20,307,1107,27.7
MES,US_DATA_OPEN,2.0,1,30,462,1107,41.7
MES,US_DATA_OPEN,2.0,1,45,652,1107,58.9
MES,US_DATA_OPEN,2.0,1,60,881,1107,79.6
MES,US_DATA_OPEN,2.0,1,90,983,1107,88.8
MES,US_DATA_OPEN,2.0,1,120,1012,1107,91.4
MES,US_DATA_OPEN,2.0,1,150,1037,1107,93.7
MES,US_DATA_OPEN,2.0,1,180,1045,1107,94.4
MES,US_DATA_OPEN,2.0,1,240,1056,1107,95.4
MES,US_DATA_OPEN,2.0,1,300,1076,1107,97.2
MES,US_DATA_OPEN,2.0,1,360,1094,1107,98.8
MES,US_DATA_OPEN,2.0,1,420,1104,1107,99.7
MES,US_DATA_OPEN,2.0,1,480,1107,1107,100.0
MES,US_DATA_OPEN,2.0,2,5,16,552,2.9
MES,US_DATA_OPEN,2.0,2,10,41,552,7.4
MES,US_DATA_OPEN,2.0,2,15,69,552,12.5
MES,US_DATA_OPEN,2.0,2,20,96,552,17.4
MES,US_DATA_OPEN,2.0,2,30,163,552,29.5
MES,US_DATA_OPEN,2.0,2,45,270,552,48.9
MES,US_DATA_OPEN,2.0,2,60,414,552,75.0
MES,US_DATA_OPEN,2.0,2,90,477,552,86.4
MES,US_DATA_OPEN,2.0,2,120,495,552,89.7
MES,US_DATA_OPEN,2.0,2,150,512,552,92.8
MES,US_DATA_OPEN,2.0,2,180,518,552,93.8
MES,US_DATA_OPEN,2.0,2,240,525,552,95.1
MES,US_DATA_OPEN,2.0,2,300,534,552,96.7
MES,US_DATA_OPEN,2.0,2,360,545,552,98.7
MES,US_DATA_OPEN,2.0,2,420,550,552,99.6
MES,US_DATA_OPEN,2.0,2,480,551,552,99.8
MES,US_DATA_OPEN,2.0,3,5,11,532,2.1
MES,US_DATA_OPEN,2.0,3,10,40,532,7.5
MES,US_DATA_OPEN,2.0,3,15,62,532,11.7
MES,US_DATA_OPEN,2.0,3,20,85,532,16.0
MES,US_DATA_OPEN,2.0,3,30,139,532,26.1
MES,US_DATA_OPEN,2.0,3,45,233,532,43.8
MES,US_DATA_OPEN,2.0,3,60,373,532,70.1
MES,US_DATA_OPEN,2.0,3,90,448,532,84.2
MES,US_DATA_OPEN,2.0,3,120,469,532,88.2
MES,US_DATA_OPEN,2.0,3,150,484,532,91.0
MES,US_DATA_OPEN,2.0,3,180,495,532,93.0
MES,US_DATA_OPEN,2.0,3,240,503,532,94.5
MES,US_DATA_OPEN,2.0,3,300,511,532,96.1
MES,US_DATA_OPEN,2.0,3,360,522,532,98.1
MES,US_DATA_OPEN,2.0,3,420,530,532,99.6
MES,US_DATA_OPEN,2.0,3,480,532,532,100.0
MES,US_DATA_OPEN,2.0,4,5,11,505,2.2
MES,US_DATA_OPEN,2.0,4,10,29,505,5.7
MES,US_DATA_OPEN,2.0,4,15,50,505,9.9
MES,US_DATA_OPEN,2.0,4,20,79,505,15.6
MES,US_DATA_OPEN,2.0,4,30,134,505,26.5
MES,US_DATA_OPEN,2.0,4,45,217,505,43.0
MES,US_DATA_OPEN,2.0,4,60,352,505,69.7
MES,US_DATA_OPEN,2.0,4,90,422,505,83.6
MES,US_DATA_OPEN,2.0,4,120,445,505,88.1
MES,US_DATA_OPEN,2.0,4,150,461,505,91.3
MES,US_DATA_OPEN,2.0,4,180,469,505,92.9
MES,US_DATA_OPEN,2.0,4,240,477,505,94.5
MES,US_DATA_OPEN,2.0,4,300,484,505,95.8
MES,US_DATA_OPEN,2.0,4,360,494,505,97.8
MES,US_DATA_OPEN,2.0,4,420,504,505,99.8
MES,US_DATA_OPEN,2.0,4,480,505,505,100.0
MES,US_DATA_OPEN,2.0,5,5,9,496,1.8
MES,US_DATA_OPEN,2.0,5,10,31,496,6.2
MES,US_DATA_OPEN,2.0,5,15,51,496,10.3
MES,US_DATA_OPEN,2.0,5,20,78,496,15.7
MES,US_DATA_OPEN,2.0,5,30,130,496,26.2
MES,US_DATA_OPEN,2.0,5,45,219,496,44.2
MES,US_DATA_OPEN,2.0,5,60,332,496,66.9
MES,US_DATA_OPEN,2.0,5,90,399,496,80.4
MES,US_DATA_OPEN,2.0,5,120,429,496,86.5
MES,US_DATA_OPEN,2.0,5,150,439,496,88.5
MES,US_DATA_OPEN,2.0,5,180,453,496,91.3
MES,US_DATA_OPEN,2.0,5,240,466,496,94.0
MES,US_DATA_OPEN,2.0,5,300,473,496,95.4
MES,US_DATA_OPEN,2.0,5,360,484,496,97.6
MES,US_DATA_OPEN,2.0,5,420,495,496,99.8
MES,US_DATA_OPEN,2.0,5,480,495,496,99.8
MES,US_DATA_OPEN,2.5,1,5,29,938,3.1
MES,US_DATA_OPEN,2.5,1,10,83,938,8.8
MES,US_DATA_OPEN,2.5,1,15,140,938,14.9
MES,US_DATA_OPEN,2.5,1,20,192,938,20.5
MES,US_DATA_OPEN,2.5,1,30,285,938,30.4
MES,US_DATA_OPEN,2.5,1,45,448,938,47.8
MES,US_DATA_OPEN,2.5,1,60,688,938,73.3
MES,US_DATA_OPEN,2.5,1,90,810,938,86.4
MES,US_DATA_OPEN,2.5,1,120,842,938,89.8
MES,US_DATA_OPEN,2.5,1,150,863,938,92.0
MES,US_DATA_OPEN,2.5,1,180,870,938,92.8
MES,US_DATA_OPEN,2.5,1,240,885,938,94.3
MES,US_DATA_OPEN,2.5,1,300,904,938,96.4
MES,US_DATA_OPEN,2.5,1,360,916,938,97.7
MES,US_DATA_OPEN,2.5,1,420,931,938,99.3
MES,US_DATA_OPEN,2.5,1,480,937,938,99.9
MES,US_DATA_OPEN,2.5,2,5,8,456,1.8
MES,US_DATA_OPEN,2.5,2,10,15,456,3.3
MES,US_DATA_OPEN,2.5,2,15,31,456,6.8
MES,US_DATA_OPEN,2.5,2,20,47,456,10.3
MES,US_DATA_OPEN,2.5,2,30,90,456,19.7
MES,US_DATA_OPEN,2.5,2,45,161,456,35.3
MES,US_DATA_OPEN,2.5,2,60,293,456,64.3
MES,US_DATA_OPEN,2.5,2,90,371,456,81.4
MES,US_DATA_OPEN,2.5,2,120,399,456,87.5
MES,US_DATA_OPEN,2.5,2,150,409,456,89.7
MES,US_DATA_OPEN,2.5,2,180,416,456,91.2
MES,US_DATA_OPEN,2.5,2,240,430,456,94.3
MES,US_DATA_OPEN,2.5,2,300,438,456,96.1
MES,US_DATA_OPEN,2.5,2,360,446,456,97.8
MES,US_DATA_OPEN,2.5,2,420,452,456,99.1
MES,US_DATA_OPEN,2.5,2,480,455,456,99.8
MES,US_DATA_OPEN,2.5,3,5,5,439,1.1
MES,US_DATA_OPEN,2.5,3,10,10,439,2.3
MES,US_DATA_OPEN,2.5,3,15,25,439,5.7
MES,US_DATA_OPEN,2.5,3,20,45,439,10.3
MES,US_DATA_OPEN,2.5,3,30,81,439,18.5
MES,US_DATA_OPEN,2.5,3,45,148,439,33.7
MES,US_DATA_OPEN,2.5,3,60,259,439,59.0
MES,US_DATA_OPEN,2.5,3,90,344,439,78.4
MES,US_DATA_OPEN,2.5,3,120,368,439,83.8
MES,US_DATA_OPEN,2.5,3,150,382,439,87.0
MES,US_DATA_OPEN,2.5,3,180,392,439,89.3
MES,US_DATA_OPEN,2.5,3,240,408,439,92.9
MES,US_DATA_OPEN,2.5,3,300,414,439,94.3
MES,US_DATA_OPEN,2.5,3,360,426,439,97.0
MES,US_DATA_OPEN,2.5,3,420,430,439,97.9
MES,US_DATA_OPEN,2.5,3,480,436,439,99.3
MES,US_DATA_OPEN,2.5,4,5,3,422,0.7
MES,US_DATA_OPEN,2.5,4,10,12,422,2.8
MES,US_DATA_OPEN,2.5,4,15,29,422,6.9
MES,US_DATA_OPEN,2.5,4,20,42,422,10.0
MES,US_DATA_OPEN,2.5,4,30,83,422,19.7
MES,US_DATA_OPEN,2.5,4,45,151,422,35.8
MES,US_DATA_OPEN,2.5,4,60,249,422,59.0
MES,US_DATA_OPEN,2.5,4,90,331,422,78.4
MES,US_DATA_OPEN,2.5,4,120,355,422,84.1
MES,US_DATA_OPEN,2.5,4,150,372,422,88.2
MES,US_DATA_OPEN,2.5,4,180,381,422,90.3
MES,US_DATA_OPEN,2.5,4,240,396,422,93.8
MES,US_DATA_OPEN,2.5,4,300,403,422,95.5
MES,US_DATA_OPEN,2.5,4,360,410,422,97.2
MES,US_DATA_OPEN,2.5,4,420,418,422,99.1
MES,US_DATA_OPEN,2.5,4,480,421,422,99.8
MES,US_DATA_OPEN,2.5,5,5,4,403,1.0
MES,US_DATA_OPEN,2.5,5,10,11,403,2.7
MES,US_DATA_OPEN,2.5,5,15,17,403,4.2
MES,US_DATA_OPEN,2.5,5,20,33,403,8.2
MES,US_DATA_OPEN,2.5,5,30,68,403,16.9
MES,US_DATA_OPEN,2.5,5,45,137,403,34.0
MES,US_DATA_OPEN,2.5,5,60,234,403,58.1
MES,US_DATA_OPEN,2.5,5,90,304,403,75.4
MES,US_DATA_OPEN,2.5,5,120,334,403,82.9
MES,US_DATA_OPEN,2.5,5,150,351,403,87.1
MES,US_DATA_OPEN,2.5,5,180,359,403,89.1
MES,US_DATA_OPEN,2.5,5,240,370,403,91.8
MES,US_DATA_OPEN,2.5,5,300,377,403,93.5
MES,US_DATA_OPEN,2.5,5,360,388,403,96.3
MES,US_DATA_OPEN,2.5,5,420,397,403,98.5
MES,US_DATA_OPEN,2.5,5,480,398,403,98.8
MES,US_DATA_OPEN,3.0,1,5,22,809,2.7
MES,US_DATA_OPEN,3.0,1,10,53,809,6.6
MES,US_DATA_OPEN,3.0,1,15,81,809,10.0
MES,US_DATA_OPEN,3.0,1,20,118,809,14.6
MES,US_DATA_OPEN,3.0,1,30,182,809,22.5
MES,US_DATA_OPEN,3.0,1,45,318,809,39.3
MES,US_DATA_OPEN,3.0,1,60,535,809,66.1
MES,US_DATA_OPEN,3.0,1,90,670,809,82.8
MES,US_DATA_OPEN,3.0,1,120,707,809,87.4
MES,US_DATA_OPEN,3.0,1,150,723,809,89.4
MES,US_DATA_OPEN,3.0,1,180,737,809,91.1
MES,US_DATA_OPEN,3.0,1,240,758,809,93.7
MES,US_DATA_OPEN,3.0,1,300,770,809,95.2
MES,US_DATA_OPEN,3.0,1,360,789,809,97.5
MES,US_DATA_OPEN,3.0,1,420,800,809,98.9
MES,US_DATA_OPEN,3.0,1,480,808,809,99.9
MES,US_DATA_OPEN,3.0,2,5,4,389,1.0
MES,US_DATA_OPEN,3.0,2,10,7,389,1.8
MES,US_DATA_OPEN,3.0,2,15,14,389,3.6
MES,US_DATA_OPEN,3.0,2,20,24,389,6.2
MES,US_DATA_OPEN,3.0,2,30,56,389,14.4
MES,US_DATA_OPEN,3.0,2,45,103,389,26.5
MES,US_DATA_OPEN,3.0,2,60,210,389,54.0
MES,US_DATA_OPEN,3.0,2,90,300,389,77.1
MES,US_DATA_OPEN,3.0,2,120,326,389,83.8
MES,US_DATA_OPEN,3.0,2,150,337,389,86.6
MES,US_DATA_OPEN,3.0,2,180,347,389,89.2
MES,US_DATA_OPEN,3.0,2,240,362,389,93.1
MES,US_DATA_OPEN,3.0,2,300,364,389,93.6
MES,US_DATA_OPEN,3.0,2,360,376,389,96.7
MES,US_DATA_OPEN,3.0,2,420,385,389,99.0
MES,US_DATA_OPEN,3.0,2,480,389,389,100.0
MES,US_DATA_OPEN,3.0,3,5,3,369,0.8
MES,US_DATA_OPEN,3.0,3,10,7,369,1.9
MES,US_DATA_OPEN,3.0,3,15,18,369,4.9
MES,US_DATA_OPEN,3.0,3,20,28,369,7.6
MES,US_DATA_OPEN,3.0,3,30,46,369,12.5
MES,US_DATA_OPEN,3.0,3,45,92,369,24.9
MES,US_DATA_OPEN,3.0,3,60,188,369,50.9
MES,US_DATA_OPEN,3.0,3,90,276,369,74.8
MES,US_DATA_OPEN,3.0,3,120,306,369,82.9
MES,US_DATA_OPEN,3.0,3,150,320,369,86.7
MES,US_DATA_OPEN,3.0,3,180,328,369,88.9
MES,US_DATA_OPEN,3.0,3,240,343,369,93.0
MES,US_DATA_OPEN,3.0,3,300,346,369,93.8
MES,US_DATA_OPEN,3.0,3,360,357,369,96.7
MES,US_DATA_OPEN,3.0,3,420,364,369,98.6
MES,US_DATA_OPEN,3.0,3,480,367,369,99.5
MES,US_DATA_OPEN,3.0,4,5,2,352,0.6
MES,US_DATA_OPEN,3.0,4,10,9,352,2.6
MES,US_DATA_OPEN,3.0,4,15,16,352,4.5
MES,US_DATA_OPEN,3.0,4,20,23,352,6.5
MES,US_DATA_OPEN,3.0,4,30,43,352,12.2
MES,US_DATA_OPEN,3.0,4,45,97,352,27.6
MES,US_DATA_OPEN,3.0,4,60,188,352,53.4
MES,US_DATA_OPEN,3.0,4,90,258,352,73.3
MES,US_DATA_OPEN,3.0,4,120,284,352,80.7
MES,US_DATA_OPEN,3.0,4,150,295,352,83.8
MES,US_DATA_OPEN,3.0,4,180,309,352,87.8
MES,US_DATA_OPEN,3.0,4,240,327,352,92.9
MES,US_DATA_OPEN,3.0,4,300,334,352,94.9
MES,US_DATA_OPEN,3.0,4,360,340,352,96.6
MES,US_DATA_OPEN,3.0,4,420,349,352,99.1
MES,US_DATA_OPEN,3.0,4,480,351,352,99.7
MES,US_DATA_OPEN,3.0,5,5,2,346,0.6
MES,US_DATA_OPEN,3.0,5,10,6,346,1.7
MES,US_DATA_OPEN,3.0,5,15,11,346,3.2
MES,US_DATA_OPEN,3.0,5,20,17,346,4.9
MES,US_DATA_OPEN,3.0,5,30,41,346,11.8
MES,US_DATA_OPEN,3.0,5,45,92,346,26.6
MES,US_DATA_OPEN,3.0,5,60,174,346,50.3
MES,US_DATA_OPEN,3.0,5,90,244,346,70.5
MES,US_DATA_OPEN,3.0,5,120,268,346,77.5
MES,US_DATA_OPEN,3.0,5,150,287,346,82.9
MES,US_DATA_OPEN,3.0,5,180,295,346,85.3
MES,US_DATA_OPEN,3.0,5,240,315,346,91.0
MES,US_DATA_OPEN,3.0,5,300,322,346,93.1
MES,US_DATA_OPEN,3.0,5,360,331,346,95.7
MES,US_DATA_OPEN,3.0,5,420,343,346,99.1
MES,US_DATA_OPEN,3.0,5,480,345,346,99.7
MES,US_DATA_OPEN,4.0,1,5,6,583,1.0
MES,US_DATA_OPEN,4.0,1,10,20,583,3.4
MES,US_DATA_OPEN,4.0,1,15,27,583,4.6
MES,US_DATA_OPEN,4.0,1,20,47,583,8.1
MES,US_DATA_OPEN,4.0,1,30,88,583,15.1
MES,US_DATA_OPEN,4.0,1,45,157,583,26.9
MES,US_DATA_OPEN,4.0,1,60,312,583,53.5
MES,US_DATA_OPEN,4.0,1,90,443,583,76.0
MES,US_DATA_OPEN,4.0,1,120,478,583,82.0
MES,US_DATA_OPEN,4.0,1,150,504,583,86.4
MES,US_DATA_OPEN,4.0,1,180,520,583,89.2
MES,US_DATA_OPEN,4.0,1,240,538,583,92.3
MES,US_DATA_OPEN,4.0,1,300,545,583,93.5
MES,US_DATA_OPEN,4.0,1,360,563,583,96.6
MES,US_DATA_OPEN,4.0,1,420,578,583,99.1
MES,US_DATA_OPEN,4.0,1,480,582,583,99.8
MES,US_DATA_OPEN,4.0,2,5,3,278,1.1
MES,US_DATA_OPEN,4.0,2,10,3,278,1.1
MES,US_DATA_OPEN,4.0,2,15,9,278,3.2
MES,US_DATA_OPEN,4.0,2,20,13,278,4.7
MES,US_DATA_OPEN,4.0,2,30,26,278,9.4
MES,US_DATA_OPEN,4.0,2,45,45,278,16.2
MES,US_DATA_OPEN,4.0,2,60,122,278,43.9
MES,US_DATA_OPEN,4.0,2,90,187,278,67.3
MES,US_DATA_OPEN,4.0,2,120,213,278,76.6
MES,US_DATA_OPEN,4.0,2,150,226,278,81.3
MES,US_DATA_OPEN,4.0,2,180,232,278,83.5
MES,US_DATA_OPEN,4.0,2,240,245,278,88.1
MES,US_DATA_OPEN,4.0,2,300,253,278,91.0
MES,US_DATA_OPEN,4.0,2,360,260,278,93.5
MES,US_DATA_OPEN,4.0,2,420,273,278,98.2
MES,US_DATA_OPEN,4.0,2,480,275,278,98.9
MES,US_DATA_OPEN,4.0,3,5,1,266,0.4
MES,US_DATA_OPEN,4.0,3,10,1,266,0.4
MES,US_DATA_OPEN,4.0,3,15,7,266,2.6
MES,US_DATA_OPEN,4.0,3,20,15,266,5.6
MES,US_DATA_OPEN,4.0,3,30,22,266,8.3
MES,US_DATA_OPEN,4.0,3,45,44,266,16.5
MES,US_DATA_OPEN,4.0,3,60,108,266,40.6
MES,US_DATA_OPEN,4.0,3,90,166,266,62.4
MES,US_DATA_OPEN,4.0,3,120,195,266,73.3
MES,US_DATA_OPEN,4.0,3,150,211,266,79.3
MES,US_DATA_OPEN,4.0,3,180,222,266,83.5
MES,US_DATA_OPEN,4.0,3,240,238,266,89.5
MES,US_DATA_OPEN,4.0,3,300,247,266,92.9
MES,US_DATA_OPEN,4.0,3,360,252,266,94.7
MES,US_DATA_OPEN,4.0,3,420,262,266,98.5
MES,US_DATA_OPEN,4.0,3,480,265,266,99.6
MES,US_DATA_OPEN,4.0,4,5,0,265,0.0
MES,US_DATA_OPEN,4.0,4,10,1,265,0.4
MES,US_DATA_OPEN,4.0,4,15,5,265,1.9
MES,US_DATA_OPEN,4.0,4,20,10,265,3.8
MES,US_DATA_OPEN,4.0,4,30,19,265,7.2
MES,US_DATA_OPEN,4.0,4,45,40,265,15.1
MES,US_DATA_OPEN,4.0,4,60,102,265,38.5
MES,US_DATA_OPEN,4.0,4,90,158,265,59.6
MES,US_DATA_OPEN,4.0,4,120,187,265,70.6
MES,US_DATA_OPEN,4.0,4,150,201,265,75.8
MES,US_DATA_OPEN,4.0,4,180,211,265,79.6
MES,US_DATA_OPEN,4.0,4,240,223,265,84.2
MES,US_DATA_OPEN,4.0,4,300,235,265,88.7
MES,US_DATA_OPEN,4.0,4,360,249,265,94.0
MES,US_DATA_OPEN,4.0,4,420,255,265,96.2
MES,US_DATA_OPEN,4.0,4,480,263,265,99.2
MES,US_DATA_OPEN,4.0,5,5,0,249,0.0
